epoch,loss_d,loss_g,num_nodes,mun_edeges
0,-0.04773499370810199,0.04773499370810199,14.882978723404255,27.68617021276596
1,-0.10669439238436679,0.10669439238436679,17.569148936170212,25.877659574468087
2,-0.1191867211873227,0.1191867211873227,16.659574468085108,45.962765957446805
3,0.03456925727585529,-0.03456925727585529,15.51063829787234,47.952127659574465
4,0.10249968998609706,-0.10249968998609706,15.303191489361701,47.787234042553195
5,0.12733219452994934,-0.12733219452994934,14.48404255319149,39.638297872340424
6,-0.04748232060290398,0.04748232060290398,14.75531914893617,53.16489361702128
7,-0.162376657920949,0.162376657920949,14.930851063829786,73.55319148936171
8,-0.10560090887419721,0.10560090887419721,13.96808510638298,48.829787234042556
9,-0.1242902122755,0.1242902122755,12.074468085106384,44.547872340425535
10,-0.09088381031092177,0.09088381031092177,13.351063829787234,50.3936170212766
11,-0.040972644502812246,0.040972644502812246,12.77659574468085,42.787234042553195
12,-0.0007935003971958414,0.0007935003971958414,11.340425531914894,36.101063829787236
13,0.035426371800217855,-0.035426371800217855,10.335106382978724,46.37234042553192
14,0.044237166801665694,-0.044237166801665694,10.335106382978724,36.15425531914894
15,0.03884581115810161,-0.03884581115810161,12.202127659574469,30.574468085106382
16,0.018366073218590403,-0.018366073218590403,13.377659574468085,43.83510638297872
17,-0.01697739790332444,0.01697739790332444,15.664893617021276,32.87765957446808
18,-0.008656272783558419,0.008656272783558419,16.03723404255319,36.797872340425535
19,-0.023355801084494972,0.023355801084494972,17.27127659574468,59.38297872340426
20,-0.03748372136714294,0.03748372136714294,16.54787234042553,53.91489361702128
21,-0.02093545326150637,0.02093545326150637,16.9468085106383,68.1436170212766
22,-0.021347575702090213,0.021347575702090213,16.95212765957447,63.27127659574468
23,-0.018734803779962214,0.018734803779962214,18.52127659574468,77.38829787234043
24,-0.01946457820211319,0.01946457820211319,15.867021276595745,68.80851063829788
25,-0.03605982518576561,0.03605982518576561,16.78191489361702,80.60106382978724
26,-0.059504141040304874,0.059504141040304874,17.670212765957448,84.0372340425532
27,-0.0737974575542389,0.0737974575542389,17.393617021276597,103.78191489361703
28,-0.09896289707815394,0.09896289707815394,16.6968085106383,112.75531914893617
29,-0.1284922327291458,0.1284922327291458,18.138297872340427,105.44680851063829
30,-0.11559607136122724,0.11559607136122724,16.23936170212766,94.31914893617021
31,-0.11857440711018886,0.11857440711018886,15.085106382978724,89.71808510638297
32,-0.11906494717410904,0.11906494717410904,15.930851063829786,83.3563829787234
33,-0.10468037830705339,0.10468037830705339,16.03723404255319,85.09042553191489
34,-0.09066667162040447,0.09066667162040447,14.372340425531915,65.27127659574468
35,-0.10139900201218242,0.10139900201218242,13.23936170212766,46.07446808510638
36,-0.08526282759502213,0.08526282759502213,12.77659574468085,52.180851063829785
37,-0.07525491170545524,0.07525491170545524,12.920212765957446,34.659574468085104
38,-0.0876968419030705,0.0876968419030705,11.196808510638299,24.074468085106382
39,-0.09181320757426797,0.09181320757426797,11.77127659574468,14.122340425531915
40,-0.09900308146755746,0.09900308146755746,9.47340425531915,8.680851063829786
41,-0.1286671522885878,0.1286671522885878,9.47340425531915,24.79255319148936
42,-0.12850149762519497,0.12850149762519497,8.611702127659575,10.792553191489361
43,-0.13740627122844787,0.13740627122844787,11.345744680851064,18.164893617021278
44,-0.15879772997837752,0.15879772997837752,11.78191489361702,21.75531914893617
45,-0.15662193131890703,0.15662193131890703,9.50531914893617,15.340425531914894
46,-0.15040808256239968,0.15040808256239968,12.138297872340425,19.0
47,-0.18951034450784643,0.18951034450784643,13.73404255319149,19.50531914893617
48,-0.19910206907290093,0.19910206907290093,10.654255319148936,13.712765957446809
49,-0.26893993126268084,0.26893993126268084,12.930851063829786,27.03723404255319
50,-0.33991052051807974,0.33991052051807974,13.095744680851064,44.159574468085104
51,-0.33652795962196713,0.33652795962196713,12.303191489361701,32.93617021276596
52,-0.38423238773929314,0.38423238773929314,13.457446808510639,26.73936170212766
53,-0.4612197679408053,0.4612197679408053,13.627659574468085,20.845744680851062
54,-0.5368166110934095,0.5368166110934095,16.04255319148936,34.920212765957444
55,-0.5562138318064365,0.5562138318064365,14.792553191489361,26.122340425531913
56,-0.5961177823074321,0.5961177823074321,16.388297872340427,29.26063829787234
57,-0.5858052274648179,0.5858052274648179,15.590425531914894,37.765957446808514
58,-0.6521377290817018,0.6521377290817018,16.106382978723403,27.675531914893618
59,-0.8027667476141707,0.8027667476141707,16.78723404255319,25.867021276595743
60,-0.8633297301353292,0.8633297301353292,18.819148936170212,44.505319148936174
61,-0.9447851548803613,0.9447851548803613,17.46808510638298,41.09574468085106
62,-0.9576433500710954,0.9576433500710954,17.19148936170213,41.952127659574465
63,-1.05114387387925,1.05114387387925,18.101063829787233,38.026595744680854
64,-1.0308750671275118,1.0308750671275118,18.845744680851062,56.984042553191486
65,-1.0286653704465705,1.0286653704465705,20.43617021276596,62.755319148936174
66,-1.126719630779104,1.126719630779104,19.654255319148938,59.62234042553192
67,-1.1251851659505925,1.1251851659505925,20.414893617021278,65.73404255319149
68,-1.1519546093458826,1.1519546093458826,22.96276595744681,72.55851063829788
69,-1.2249177155342508,1.2249177155342508,22.54787234042553,66.52659574468085
70,-1.177475282169403,1.177475282169403,23.26595744680851,79.45212765957447
71,-1.319218706894428,1.319218706894428,23.94148936170213,58.48936170212766
72,-1.2978267257517957,1.2978267257517957,23.861702127659573,58.090425531914896
73,-1.2857574449574694,1.2857574449574694,24.659574468085108,78.36702127659575
74,-1.2111927584764806,1.2111927584764806,26.03723404255319,100.82978723404256
75,-1.272287127185375,1.272287127185375,26.404255319148938,82.00531914893617
76,-1.2084883714609957,1.2084883714609957,26.351063829787233,90.94680851063829
77,-1.1094607942281884,1.1094607942281884,26.73404255319149,103.13829787234043
78,-1.1240215643923333,1.1240215643923333,26.329787234042552,90.46808510638297
79,-1.1298807180942374,1.1298807180942374,25.590425531914892,93.80851063829788
80,-1.169121837679376,1.169121837679376,24.909574468085108,114.13829787234043
81,-1.126996324734485,1.126996324734485,23.69148936170213,131.85638297872342
82,-1.0040502757468122,1.0040502757468122,23.888297872340427,142.70212765957447
83,-1.2421289273398988,1.2421289273398988,21.79255319148936,153.02659574468086
84,-1.8254145815017375,1.8254145815017375,18.664893617021278,136.20212765957447
85,-1.7517371443991965,1.7517371443991965,18.96276595744681,117.22872340425532
86,-1.8302622123601588,1.8302622123601588,16.835106382978722,124.02659574468085
87,-1.9619564502797229,1.9619564502797229,15.441489361702128,123.81914893617021
88,-2.7218120050557117,2.7218120050557117,10.175531914893616,86.93617021276596
89,-2.826648400819048,2.826648400819048,6.835106382978723,67.44680851063829
90,-2.446108825663303,2.446108825663303,6.574468085106383,54.18617021276596
91,-1.7777342184426936,1.7777342184426936,6.303191489361702,56.734042553191486
92,-1.2171520441770554,1.2171520441770554,6.787234042553192,41.12765957446808
93,-0.6167155894193244,0.6167155894193244,5.968085106382978,26.52659574468085
94,-0.5080692076936681,0.5080692076936681,5.925531914893617,22.29787234042553
95,-0.48429100659299407,0.48429100659299407,7.218085106382978,25.079787234042552
96,-0.45579311933289185,0.45579311933289185,8.50531914893617,21.425531914893618
97,-0.4549950619644307,0.4549950619644307,9.76063829787234,25.51063829787234
98,-0.39756972469547963,0.39756972469547963,8.47872340425532,18.154255319148938
99,-0.4533469090436367,0.4533469090436367,10.622340425531915,28.31382978723404
100,-0.43897201453751705,0.43897201453751705,11.77127659574468,19.835106382978722
101,-0.41284292151636265,0.41284292151636265,13.638297872340425,25.23404255319149
102,-0.4132815500364659,0.4132815500364659,15.48404255319149,19.52659574468085
103,-0.46336790990639243,0.46336790990639243,18.68617021276596,25.680851063829788
104,-0.4902152259774665,0.4902152259774665,18.627659574468087,36.340425531914896
105,-0.45736663225800434,0.45736663225800434,17.80851063829787,30.73936170212766
106,-0.5300029377512475,0.5300029377512475,18.27127659574468,37.829787234042556
107,-0.541533028588016,0.541533028588016,19.122340425531913,36.70744680851064
108,-0.521109670479881,0.521109670479881,18.05851063829787,39.87765957446808
109,-0.49837599599615057,0.49837599599615057,19.25531914893617,39.08510638297872
110,-0.4905758213965183,0.4905758213965183,19.409574468085108,33.234042553191486
